feelings,comments,questions
0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,tp011
1,because the envoirment will be safe,tp011
0,fcgffnbvkhsg,tp011
0,be caring prioritise lettingoverseas families in to visit theirloved ones before tourism,tp011
1,-,tp011
1,reeee,tp011
1,so there is no covid 19  and no damage to are enviroment,tp011
3,you can come back with   more  covid 19a   at nz. no more enviroment.,tp011
3,-,tp011
4,i am riri,tp011
3,someone will come into the country  and test postive for covid and then we might have to go into lockdown again beacause he or she mightspread it across the country,tp011
1,i think that it will begood and bad because lots of tourists like to come here for our nature.,tp011
3,-,tp011
1,-,tp011
1,i tnk this is a wonderfull idea to save the enviroment.,tp011
0,i think we need to protect our native wildlife,tp011
1,-,tp011
3,toursm is one of the easiest and informaive ways for tourists to learn about our culture. yes there should be more done to protect our environment from this but stopping peoplefrom seeing our paradise isnt the way to go,tp011
2,azgbfxhjkkgdf,tp011
1,hello guys,tp011
2,i think that toko ###### is a serial killer and i am a simp for her she is sooo cute.,tp011
4,i am simp for kokichi oma from danganrompa,tp011
1,to stop spread of covid,tp011
1,i hope people  will  stay at home and  people that come through the border stop bringing covid to nz,tp011
1,we need to put the right safety plans in place to keep the environment & evryone safe,tp011
4,pick on another industry for a change.  im sick of being a scapegoat.,tp011
4,poo,tp011
3,it concerns me that so much bad publicity will have a negative impact on businesses that depend on international visitors,tp011
3,"Touism is an easy target. We have done the heavy lifting for the ""team of 5 million"". Am I supposed to go pick kiwifruit after spending 25 years building a sustainable business?",tp011
1,begauseit good,tp011
2,trees need to be chonky,tp011
2,malias cool,tp011
4,trees are not chonky enough,tp011
4,begause,tp011
1,so i can make a treehouse,tp011
0,because i can go to the uk,tp011
1,if they be fully vacconated and took the covid test,tp011
4,becausewe will probaly go into lockdown again,tp011
0,gfhfhgdxfhddfhggftgggf1####,tp011
1,so people can see families,tp011
0,-,tp011
4,-,tp011
2,-,tp011
0,just stay home and get your own natural landscapes mate.,tp011
4,no,tp011
4,-,tp011
2,-,tp011
4,donda was mid,tp011
0,-,tp011
4,donda was mid,tp011
1,we should limit the borders,tp011
3,in places like queenstown they wont get enough people coming and bisnesses will have to close down because queenstown only run off turisiom pretty much,tp011
2,-,tp011
1,this will help the environment recover,tp011
0,-,tp011
1,-,tp011
1,-,tp011
3,-,tp011
0,-,tp011
0,-,tp011
1,good idea,tp011
0,he tika na te mea te nuinga ake e taumaha ake te mana wairua,tp011
1,because its not just about money,tp011
2,-,tp011
0,People have no respect for wildlife or the environment. We need to return to the time in nz where we lived in harmony with our lands.,tp011
2,WE WILL BE ALRIGHT,tp011
0,-,tp011
1,-,tp011
1,-,tp011
0,i love our wildlife,tp011
3,regan,tp011
1,-,tp011
0,-,tp011
2,-,tp011
2,-,tp011
3,-,tp011
3,-,tp011
3,because jacinda has no control.,tp011
0,safety,tp011
0,ooooooooopppp,tp011
2,i dont give a shit,tp011
4,worried,tp011
3,because people mite still have covid.,tp011
1,-,tp011
1,it would be a good idea so sicknessis dont spread,tp011
1,-,tp011
1,i think that we should not have tourists becausewe need to protect our community.,tp011
1,-,tp011
0,ITS  FUN.,tp011
3,we should  limit any number of visitors,tp011
0,-,tp011
0,-,tp011
1,it is good,tp011
2,-,tp011
3,what if people hate us,tp011
1,i t seems like a fair idea to keep numptys out.,tp011
3,we need people to buy stuff but we should inforce a no littering policy or something,tp011
0,weee pooo,tp011
1,we  should limet numbers to pretect environment.,tp011
1,-,tp011
1,-,tp011
1,-,tp011
0,ecause it can help stopcovid and climate change,tp011
1,-,tp011
2,get vaccinated andthere wont be a problen,tp011
0,-,tp011
1,Dont kill the Golden Goose,tp011
4,Bad for the tourism industry that is already suffering,tp011
3,There is a thing called Ecotourism. it is about striking a balance with environment and the economy. An opportunity to educate the uneducated about protecting the ecosystem.,tp011
0,i am exited to try this new theroy. i really hope it helps,tp011
2,-,tp011
1,i am hopeful that this helps our enviroment.,tp011
1,because,tp011
3,-,tp011
0,-,tp011
1,-,tp011
1,-,tp011
1,stepping back to precovid will be great for everyone,tp011
1,-,tp011
4,-,tp011
3,we need to share the world,tp011
1,-,tp011
0,i wana trave myself,tp011
1,tourists have been spoiling the natural enviroment and making special quiet places of nature into big bustling tourist attractions,tp011
0,-,tp011
2,i do not know,tp011
4,tourists are not the problem.  the problem is here with or wihout tourits,tp011
2,-,tp011
0,becuse we havent been protecting the enviroment for a while,tp011
0,we need to protect our evironen. its nota toietfor freedomcampers,tp011
3,-,tp011
3,i feel worried,tp011
0,meet new peopel show them around we can go onholerday iswell,tp011
0,that iam having a grat   time,tp011
0,its good forthe earth,tp011
0,-,tp011
0,i would  like to go  there,tp011
2,-,tp011
2,dddrrssdesdee,tp011
0,we should use tourists   because we want to show them our beutiful conrtoy,tp011
1,-,tp011
1,we should,tp011
1,foreigners were the oes who did brig dise,tp011
2,that we need to keep letting people in but also we need to care for the environment but these can be done at the same time,tp011
1,i think that we should just never open the borders again.,tp011
0,ayayayayayayayayayayayayayaayayayayayayayayayayayayayaaya open the fricken boreders,tp011
4,jghdssdsddksjdkgdfkfkywk,tp011
0,we re having fun and gonnaget more,tp011
3,i am lost,tp011
0,chicken,tp011
3,-,tp011
0,WEare cool,tp011
1,you won't get asmany costermers,tp011
3,a number of people will lose jobs...,tp011
0,because i am hopefull,tp011
3,-,tp011
3,because people will lose jobs,tp011
1,ok,tp011
0,"For too long we have ssunk resource and hopeintoa finite resource...we need to protect what we have so we can restore...we're not as ""clean and green"" as we like to think. Increased tourism is not sustainable. We need to look elsewhere for economic growth.",tp011
0,we should do it so nz has some cool brids and nz needs more cool thngs,tp011
0,TOURISM is not the answer ... it's a lowlypaid industry.,tp011
2,-,tp011
1,i think that it will be a good chance for us to help our environment,tp011
1,protect what we havewhilst enjoying it too,tp011
1,-,tp011
3,i feel great,tp011
1,i feel amazing,tp011
1,because i do,tp011
0,-,tp011
0,couse i can,tp011
0,an opportunity to reverse damage that may not otherwise present,tp011
4,limited tourism equals limited oportunity,tp011
0,happy,tp011
1,-,tp011
2,fun,tp011
1,-,tp011
4,nz is enriched through diversity and hospitality,tp011
2,-,tp011
4,tourists can be educatedto support endeavors to protect the environment,tp011
2,-,tp011
3,because people wont hnow the truth of nz withour tepapa,tp011
2,i think that we should open our borders,tp011
0,everyone should get to experience tepapa,tp011
4,corona ightgfbdvdcd,tp011
4,i thib,tp011
3,birds will die and we will get less money and birds are good becase food,tp011
3,We need money so we can get guns for military and we need to play krunker.io follow R########## btw and join clan ####,tp011
4,-,tp011
1,good,tp011
0,i  think that it is good my school is learning,tp011
1,people should be more kind to each other and take care of others because what goes around comes around,tp011
2,-,tp011
4,-,tp011
0,anything we can do to help the enviroment should be done. we are running out of time and not many  people care,tp011
1,I really hope that our future can be more green,tp011
4,STOP LITTERING,tp011
4,NO LITTERING,tp011
2,-,tp011
3,they could bring  covid,tp011
2,-,tp011
0,-,tp011
0,i think the world is a cool place to l?©v?? ?nd ?© wanna die in nz,tp011
2,gf,tp011
0,loveu bum,tp011
2,-,tp011
2,peapole shouldnt spread the virus,tp011
3,i saw a white van and heard banginng  sounds,tp011
2,-,tp011
0,-,tp011
0,it was interesting,tp011
2,-,tp011
2,-,tp011
1,-,tp011
0,-,tp011
3,-,tp011
0,-,tp011
0,-,tp011
2,-,tp011
4,-,tp011
2,-,tp011
1,-,tp011
3,people from other states might bring the covid into new nealand,tp011
3,people from oth erstates might  brng in the covid  19,tp011
0,-,tp011
1,-,tp011
1,-,tp011
2,-,tp011
0,-,tp011
3,-,tp011
2,because im nt intrested?,tp011
0,with less people our natural resources will be safer,tp011
1,-,tp011
0,-,tp011
0,i love myself#self love,tp011
3,we should protect da environment mah dude,tp011
0,-,tp011
4,its a free world,tp011
0,because i driven to my grandmmas beach house andi got to saw her,tp011
3,-,tp011
0,good,tp011
2,i feel wonderfu,tp011
2,-,tp011
0,that it will be great tobe able to dn,tp011
1,angry,tp011
1,i think it will be great,tp011
4,hopeful,tp011
3,zd,tp011
3,-,tp011
2,-,tp011
0,its not upto anyone but maori to determine. and we dont think like this. extremely colonial like,tp011
1,bc i hada milkshake,tp011
2,-,tp011
1,I personally will say that those over seas from new zealand will come back when the border reopens,tp011
1,I feel that tourist do not respect our environment as much as they should and we as tangata tewhenua are left to clean up and restore what has been destroyed or disrespected,tp011
4,-,tp011
4,-,tp011
2,-,tp011
2,dot care,tp011
2,i didnt care (:,tp011
2,just cuse,tp011
4,### likes boys (:,tp011
4,chloesannoying m,tp011
0,-,tp011
1,better control in numbers will be good. at this stage not a lot of people like to travel far. so this does not have to be a problem.,tp011
1,-,tp011
1,-,tp011
1,i think it will show respect to our environment anf foster a grester connection to nature. valuing it not as a resource to be exploited but a vital part of our journey.,tp011
0,jpsic vfhs,tp011
1,its cool as lke e,tp011
0,im cool,tp011
0,doll im cool,tp011
1,me tauwhre whiti toko nga tonamana o kiwa,tp011
0,excited for econmic recovery,tp011
0,ur mum,tp011
0,-,tp011
1,I think tourists should limit their waste,tp011
3,it will affect our economy,tp011
1,hopefully noone gets hurt,tp011
0,-,tp011
1,thi IS GOOD S WE DOBT BECOME OVER RUN,tp011
2,-,tp011
1,-,tp011
0,-,tp011
1,the world is flat,tp011
4,because there needs to be a deez nuts exhibition at Te Papa,tp011
1,-,tp011
0,-,tp011
0,we have a chance to make a dfference,tp011
2,-,tp011
1,-,tp011
0,-,tp011
2,-,tp011
4,-,tp011
4,-,tp011
0,it will be scerry becauseit will bring coved back i hop it dos not,tp011
1,that we stay here,tp011
3,-,tp011
1,-,tp011
2,nae nae,tp011
2,-,tp011
2,yes,tp011
2,* i feel,tp011
2,i justdnt,tp011
0,racist,tp011
2,east sideeeee,tp011
4,because et side,tp011
1,homai te papa papawhaa mana,tp011
4,east sideee,tp011
1,kiora,tp011
1,-,tp011
3,ko koe atua mia whaka,tp011
1,-,tp011
1,turtles,tp011
0,-,tp011
1,-,tp011
0,i think it is cool for other people to have fun in new zealand,tp011
4,-,tp011
3,-,tp011
0,-,tp011
1,hopefully covid becomes not a worry for us,tp011
4,-,tp011
0,-,tp011
1,-,tp011
1,we should save endangerd animals,tp011
1,our enviroment needs protection now more than ever,tp011
1,-,tp011
1,-,tp011
1,It would  be good to see numbers limitedinplaces like Milford Sound,tp011
4,-,tp011
3,we need tourist for econamy without them nobody can work,tp011
2,cause too much isbad but  ifthereis notenoughthen oureconomy might crumble,tp011
3,-,tp011
0,i really cant wait for the baby,tp011
1,-,tp011
0,this  will  help us in the long run,tp011
1,we have a beautiful country. tourists could restrict our own living by not follownig our guidelines,tp011
2,i dont care,tp011
1,we can do it,tp011
1,im hopeful that this will happen because i want us to protect our enviroment,tp011
4,i hate it,tp011
4,poo,tp011
0,im geting robucks,tp011
2,tourist gave me money,tp011
3,the spread of the virus to those weaker in our country. however we need tourism to maintain our economy,tp011
3,new rules .. with education are good for all to limit environmental damage... the economy thrives off tourism industry and nz citizens benefit from interaction with cit?©z??n### th?? wrld,tp011
0,so we can go on holiday again,tp011
1,-,tp011
1,-,tp011
0,gay,tp011
0,i would be exited to see my family in a differint country,tp011
0,vvxghedhgfggdfhhffhhhfffhfh,tp011
0,i think when or borders open i want to go on a big hoilday,tp011
0,-,tp011
1,-,tp011
1,u should be vegan,tp011
0,gud,tp011
3,-,tp011
0,blake ###### is gonna be rich and famous,tp011
1,limit people access to certain nature places woud be good for the environment,tp011
1,it's all about balancing the two,tp011
1,-,tp011
1,-,tp011
1,-,tp011
1,tax tourists to pay the bill,tp011
2,lisa is fun,tp011
1,I THINK THAT CHEETOS ARE LEDGENDARY. AND THAT ALL BIRDSSHOULD BE TAXED,tp011
2,ejbcj,tp011
2,bhik thaitdest mggerr,tp011
0,we can nt goback to the way we treateriurenvironment pre covid. there is no planet B,tp011
0,-,tp011
0,i like it here,tp011
1,lisa is cool,tp011
0,THE GREATKIWI BAKE OFF IS ON TV!,tp011
1,-,tp011
4,bkhhf,tp011
2,dont care,tp011
4,-,tp011
1,limited tourists sounds like a good idea,tp011
2,fgg,tp011
1,-,tp011
1,Too many people cause damage. Tourists shoud encouraged but some places should have a limit to visitors.,tp011
1,i am hoful becouse too meny people are killing the birds andi want  too help the birds,tp011
2,-,tp011
1,-,tp011
4,-,tp011
0,keep our place prestine,tp011
4,-,tp011
4,-,tp011
3,-,tp011
1,-,tp011
1,-,tp011
1,-,tp011
0,-,tp011
1,we have shown how well the economy can work without tourists.  the externalities of over crowding; infrastructure costs; and environmental impacts outweigh the gains from tourism. but we will need tohelp some areas adjust,tp011
0,-,tp011
0,-,tp011
0,-,tp011
1,-,tp011
2,-,tp011
1,bbecausei sajd so,tp011
0,-,tp011
3,xzvxkjzdbbxbvkdhSMBBX,tp011
1,that this idea is gooooooooooooooooooooood,tp011
1,the idea is a idea,tp011
1,the idea is a idea,tp011
1,i think it is a  good idea because the enviroment is beautyful,tp011
1,great,tp011
1,covid sux,tp011
1,we cant continue as we have been. we need torthunk,tp011
3,-,tp011
4,-,tp011
0,I am exited because loads of people are taking steps to reduce CO2 and save humanity and the eco-system.,tp011
0,poo,tp011
0,-,tp011
1,gorder ######,tp011
1,happy,tp011
0,i do not know,tp011
1,-,tp011
1,that they shouldnt have opend the borders to astralia,tp011
1,we should protect our world because it's only world we have and theres no planet 2,tp011
1,mother earth is already suffering from overpopulation and NZ is a natural sanctuary which we need t tryand preserve as much as possible.,tp011
1,people should be alllowed to visit but understand the signifcance of their visit,tp011
3,-,tp011
3,-,tp011
0,-,tp011
0,-,tp011
1,it is quite a good idea,tp011
1,-,tp011
1,more for safety rather  than environment,tp011
1,-,tp011
1,it will bringlots of money to the economy and create jobs for people and so people can get home to see there family,tp011
1,we can earn more per tourist by making it exclusive to just a few,tp011
1,this country is beautiful and w must preserve it,tp011
1,the fewer people the better for our environment,tp011
0,i thinK you should limit the number of tourists because i care  about our environment,tp011
1,-,tp011
1,-,tp011
2,-,tp011
1,that we should care for the enviroment more because young kids dont want thier future ruined by global warming and pollution,tp011
3,it could run or enviro,tp011
0,-,tp011
1,-,tp011
0,-,tp011
1,-,tp011
1,-,tp011
1,we should charge non residents a fee to get into our national parks,tp011
1,PEOPLE SHOULD HAVE ANEGATIVE TESTBEFORE COMING TO NZ,tp011
1,-,tp011
0,-,tp011
3,need tourist for eonomy and bring more money for nz small businesses,tp011
4,tourist bring a lot of money to NZ economy so therefore we should not limit how many tourist we bring into NZ,tp011
3,-,tp011
2,-,tp011
0,-,tp011
2,-,tp011
1,-,tp011
0,bcuase ilove  my fam,tp011
1,we need to do what we need to do,tp011
